Scenario,Criteria,Expected Matches For Recall,Predicted Matches (Recall),Recall,Expected Matches For Precision,Predicted Matches (Precision),Precision,F1 Score,Expected Matched For Accuracy,Predicted Matched (Accuracy),Accuracy
778,"[('low_sodium', 'HasSodiumLevel'), ('breakfast', 'isForMealType')]",176,159,0.9034090909090909,342,159,0.4649122807017544,0.6138996138996139,176,121,0.6875
779,"[('low_sodium', 'HasSodiumLevel'), ('lunch', 'isForMealType')]",270,232,0.8592592592592593,342,232,0.6783625730994152,0.7581699346405228,270,214,0.7925925925925926
780,"[('low_sodium', 'HasSodiumLevel'), ('dinner', 'isForMealType')]",188,164,0.8723404255319149,342,164,0.47953216374269003,0.6188679245283019,188,139,0.7393617021276596
781,"[('low_sodium', 'HasSodiumLevel'), ('snack', 'isForMealType')]",358,274,0.7653631284916201,342,274,0.8011695906432749,0.7828571428571428,358,279,0.7793296089385475
782,"[('low_sodium', 'HasSodiumLevel'), ('dessert', 'isForMealType')]",649,330,0.5084745762711864,342,330,0.9649122807017544,0.6659939455095863,649,539,0.8305084745762712
783,"[('low_sodium', 'HasSodiumLevel'), ('starter', 'isForMealType')]",439,298,0.6788154897494305,342,298,0.8713450292397661,0.763124199743918,439,351,0.7995444191343963
784,"[('low_sodium', 'HasSodiumLevel'), ('brunch', 'isForMealType')]",264,223,0.8446969696969697,342,223,0.652046783625731,0.735973597359736,264,199,0.7537878787878788
785,"[('low_sodium', 'HasSodiumLevel'), ('drink', 'isForMealType')]",424,296,0.6981132075471698,342,296,0.8654970760233918,0.7728459530026109,424,337,0.7948113207547169
786,"[('medium_sodium', 'HasSodiumLevel'), ('breakfast', 'isForMealType')]",285,244,0.856140350877193,342,244,0.7134502923976608,0.7783094098883573,285,225,0.7894736842105263
787,"[('medium_sodium', 'HasSodiumLevel'), ('lunch', 'isForMealType')]",448,323,0.7209821428571429,342,323,0.9444444444444444,0.8177215189873418,448,375,0.8370535714285714
788,"[('medium_sodium', 'HasSodiumLevel'), ('dinner', 'isForMealType')]",423,312,0.7375886524822695,342,312,0.9122807017543859,0.8156862745098039,423,357,0.8439716312056738
789,"[('medium_sodium', 'HasSodiumLevel'), ('snack', 'isForMealType')]",296,260,0.8783783783783784,342,260,0.7602339181286549,0.8150470219435736,296,247,0.8344594594594594
790,"[('medium_sodium', 'HasSodiumLevel'), ('dessert', 'isForMealType')]",334,268,0.8023952095808383,342,268,0.783625730994152,0.7928994082840237,334,265,0.7934131736526946
791,"[('medium_sodium', 'HasSodiumLevel'), ('starter', 'isForMealType')]",431,314,0.728538283062645,342,314,0.9181286549707602,0.8124191461836999,431,358,0.8306264501160093
792,"[('medium_sodium', 'HasSodiumLevel'), ('brunch', 'isForMealType')]",349,283,0.8108882521489972,342,283,0.827485380116959,0.8191027496382056,349,288,0.8252148997134671
793,"[('medium_sodium', 'HasSodiumLevel'), ('drink', 'isForMealType')]",24,24,1.0,342,24,0.07017543859649122,0.13114754098360656,24,12,0.5
794,"[('high_sodium', 'HasSodiumLevel'), ('breakfast', 'isForMealType')]",91,91,1.0,342,91,0.26608187134502925,0.42032332563510394,91,74,0.8131868131868132
795,"[('high_sodium', 'HasSodiumLevel'), ('lunch', 'isForMealType')]",296,262,0.8851351351351351,342,262,0.7660818713450293,0.8213166144200627,296,247,0.8344594594594594
796,"[('high_sodium', 'HasSodiumLevel'), ('dinner', 'isForMealType')]",347,291,0.8386167146974063,342,291,0.8508771929824561,0.8447024673439766,347,294,0.8472622478386167
797,"[('high_sodium', 'HasSodiumLevel'), ('snack', 'isForMealType')]",185,177,0.9567567567567568,342,177,0.5175438596491229,0.6717267552182163,185,159,0.8594594594594595
798,"[('high_sodium', 'HasSodiumLevel'), ('dessert', 'isForMealType')]",36,36,1.0,342,36,0.10526315789473684,0.1904761904761905,36,28,0.7777777777777778
799,"[('high_sodium', 'HasSodiumLevel'), ('starter', 'isForMealType')]",277,257,0.9311594202898551,342,257,0.7514619883040936,0.8317152103559872,277,239,0.8628158844765343
800,"[('high_sodium', 'HasSodiumLevel'), ('brunch', 'isForMealType')]",161,160,0.9937888198757764,342,160,0.4678362573099415,0.636182902584493,161,139,0.8633540372670807
801,"[('high_sodium', 'HasSodiumLevel'), ('drink', 'isForMealType')]",3,3,1.0,342,3,0.008771929824561403,0.017391304347826087,3,1,0.3333333333333333
802,"[('low_sodium', 'HasSodiumLevel'), ('vegetarian', 'hasDietType')]",813,341,0.4194341943419434,342,341,0.9970760233918129,0.5904761904761905,813,706,0.8683886838868389
803,"[('low_sodium', 'HasSodiumLevel'), ('vegan', 'hasDietType')]",882,340,0.3854875283446712,342,340,0.9941520467836257,0.5555555555555556,882,752,0.8526077097505669
804,"[('low_sodium', 'HasSodiumLevel'), ('paleo', 'hasDietType')]",130,129,0.9923076923076923,342,129,0.37719298245614036,0.5466101694915254,130,104,0.8
805,"[('low_sodium', 'HasSodiumLevel'), ('standard', 'hasDietType')]",568,332,0.5845070422535211,342,332,0.9707602339181286,0.7296703296703296,568,477,0.8397887323943662
806,"[('medium_sodium', 'HasSodiumLevel'), ('vegetarian', 'hasDietType')]",792,340,0.4292929292929293,342,340,0.9941520467836257,0.599647266313933,792,694,0.8762626262626263
807,"[('medium_sodium', 'HasSodiumLevel'), ('vegan', 'hasDietType')]",471,320,0.6808510638297872,342,320,0.935672514619883,0.7881773399014778,471,392,0.832271762208068
808,"[('medium_sodium', 'HasSodiumLevel'), ('paleo', 'hasDietType')]",157,150,0.9554140127388535,342,150,0.43859649122807015,0.6012024048096192,157,120,0.7643312101910829
809,"[('medium_sodium', 'HasSodiumLevel'), ('standard', 'hasDietType')]",761,341,0.4480946123521682,342,341,0.9970760233918129,0.6183136899365367,761,655,0.8607095926412615
810,"[('high_sodium', 'HasSodiumLevel'), ('vegetarian', 'hasDietType')]",289,266,0.9204152249134948,342,266,0.7777777777777778,0.84310618066561,289,248,0.8581314878892734
811,"[('high_sodium', 'HasSodiumLevel'), ('vegan', 'hasDietType')]",211,198,0.9383886255924171,342,198,0.5789473684210527,0.7160940325497287,211,177,0.8388625592417062
812,"[('high_sodium', 'HasSodiumLevel'), ('paleo', 'hasDietType')]",120,116,0.9666666666666667,342,116,0.3391812865497076,0.5021645021645021,120,88,0.7333333333333333
813,"[('high_sodium', 'HasSodiumLevel'), ('standard', 'hasDietType')]",533,335,0.6296992481203008,342,335,0.97953216374269,0.7665903890160184,533,469,0.8799249530956847
814,"[('low_sodium', 'HasSodiumLevel'), ('global', 'isFromRegion')]",604,336,0.5562913907284768,342,336,0.9824561403508771,0.7103594080338266,604,515,0.8526490066225165
815,"[('low_sodium', 'HasSodiumLevel'), ('asia', 'isFromRegion')]",287,239,0.8327526132404182,342,239,0.6988304093567251,0.7599364069952306,287,221,0.7700348432055749
816,"[('low_sodium', 'HasSodiumLevel'), ('north_america', 'isFromRegion')]",638,335,0.5250783699059561,342,335,0.97953216374269,0.6836734693877551,638,531,0.8322884012539185
817,"[('low_sodium', 'HasSodiumLevel'), ('europe', 'isFromRegion')]",534,328,0.6142322097378277,342,328,0.9590643274853801,0.7488584474885844,534,440,0.8239700374531835
818,"[('low_sodium', 'HasSodiumLevel'), ('middle_east', 'isFromRegion')]",200,168,0.84,342,168,0.49122807017543857,0.6199261992619925,200,134,0.67
819,"[('low_sodium', 'HasSodiumLevel'), ('latin_america_and_caribbean', 'isFromRegion')]",129,123,0.9534883720930233,342,123,0.35964912280701755,0.5222929936305734,129,96,0.7441860465116279
820,"[('low_sodium', 'HasSodiumLevel'), ('oceania', 'isFromRegion')]",209,182,0.8708133971291866,342,182,0.5321637426900585,0.6606170598911071,209,154,0.7368421052631579
821,"[('low_sodium', 'HasSodiumLevel'), ('africa', 'isFromRegion')]",167,144,0.8622754491017964,342,144,0.42105263157894735,0.5658153241650294,167,111,0.6646706586826348
822,"[('medium_sodium', 'HasSodiumLevel'), ('global', 'isFromRegion')]",477,332,0.6960167714884696,342,332,0.9707602339181286,0.8107448107448108,477,400,0.8385744234800838
823,"[('medium_sodium', 'HasSodiumLevel'), ('asia', 'isFromRegion')]",275,244,0.8872727272727273,342,244,0.7134502923976608,0.7909238249594814,275,226,0.8218181818181818
824,"[('medium_sodium', 'HasSodiumLevel'), ('north_america', 'isFromRegion')]",691,340,0.4927536231884058,342,340,0.9941520467836257,0.6589147286821705,691,596,0.8625180897250362
825,"[('medium_sodium', 'HasSodiumLevel'), ('europe', 'isFromRegion')]",495,330,0.6666666666666666,342,330,0.9649122807017544,0.7885304659498208,495,411,0.8303030303030303
826,"[('medium_sodium', 'HasSodiumLevel'), ('middle_east', 'isFromRegion')]",190,171,0.9,342,171,0.5,0.6428571428571429,190,144,0.7578947368421053
827,"[('medium_sodium', 'HasSodiumLevel'), ('latin_america_and_caribbean', 'isFromRegion')]",136,131,0.9632352941176471,342,131,0.3830409356725146,0.5481171548117155,136,98,0.7205882352941176
828,"[('medium_sodium', 'HasSodiumLevel'), ('oceania', 'isFromRegion')]",169,159,0.9408284023668639,342,159,0.4649122807017544,0.6223091976516634,169,125,0.7396449704142012
829,"[('medium_sodium', 'HasSodiumLevel'), ('africa', 'isFromRegion')]",157,146,0.9299363057324841,342,146,0.4269005847953216,0.5851703406813626,157,121,0.7707006369426752
830,"[('high_sodium', 'HasSodiumLevel'), ('global', 'isFromRegion')]",179,176,0.9832402234636871,342,176,0.5146198830409356,0.6756238003838771,179,161,0.8994413407821229
831,"[('high_sodium', 'HasSodiumLevel'), ('asia', 'isFromRegion')]",237,225,0.9493670886075949,342,225,0.6578947368421053,0.7772020725388601,237,200,0.8438818565400844
832,"[('high_sodium', 'HasSodiumLevel'), ('north_america', 'isFromRegion')]",391,316,0.8081841432225064,342,316,0.9239766081871345,0.8622100954979537,391,344,0.8797953964194374
833,"[('high_sodium', 'HasSodiumLevel'), ('europe', 'isFromRegion')]",244,231,0.9467213114754098,342,231,0.6754385964912281,0.78839590443686,244,210,0.860655737704918
834,"[('high_sodium', 'HasSodiumLevel'), ('middle_east', 'isFromRegion')]",97,95,0.979381443298969,342,95,0.2777777777777778,0.43280182232346237,97,78,0.8041237113402062
835,"[('high_sodium', 'HasSodiumLevel'), ('latin_america_and_caribbean', 'isFromRegion')]",76,76,1.0,342,76,0.2222222222222222,0.3636363636363636,76,57,0.75
836,"[('high_sodium', 'HasSodiumLevel'), ('oceania', 'isFromRegion')]",98,95,0.9693877551020408,342,95,0.2777777777777778,0.4318181818181818,98,70,0.7142857142857143
837,"[('high_sodium', 'HasSodiumLevel'), ('africa', 'isFromRegion')]",74,74,1.0,342,74,0.21637426900584794,0.3557692307692308,74,62,0.8378378378378378
838,"[('low_sodium', 'HasSodiumLevel'), ('less_than_60_mins', 'needTimeToCook')]",560,332,0.5928571428571429,342,332,0.9707602339181286,0.7361419068736142,560,470,0.8392857142857143
839,"[('low_sodium', 'HasSodiumLevel'), ('less_than_15_mins', 'needTimeToCook')]",568,331,0.5827464788732394,342,331,0.9678362573099415,0.7274725274725273,568,469,0.8257042253521126
840,"[('low_sodium', 'HasSodiumLevel'), ('less_than_30_mins', 'needTimeToCook')]",629,336,0.534181240063593,342,336,0.9824561403508771,0.6920700308959835,629,528,0.8394276629570747
841,"[('low_sodium', 'HasSodiumLevel'), ('less_than_6_hours', 'needTimeToCook')]",252,214,0.8492063492063492,342,214,0.6257309941520468,0.7205387205387205,252,195,0.7738095238095238
842,"[('low_sodium', 'HasSodiumLevel'), ('less_than_4_hours', 'needTimeToCook')]",508,330,0.6496062992125984,342,330,0.9649122807017544,0.776470588235294,508,433,0.8523622047244095
843,"[('low_sodium', 'HasSodiumLevel'), ('more_than_6_hours', 'needTimeToCook')]",251,207,0.8247011952191236,342,207,0.6052631578947368,0.6981450252951096,251,186,0.7410358565737052
844,"[('medium_sodium', 'HasSodiumLevel'), ('less_than_60_mins', 'needTimeToCook')]",603,341,0.5655058043117744,342,341,0.9970760233918129,0.7216931216931217,603,509,0.8441127694859039
845,"[('medium_sodium', 'HasSodiumLevel'), ('less_than_15_mins', 'needTimeToCook')]",335,286,0.8537313432835821,342,286,0.8362573099415205,0.8449039881831611,335,286,0.8537313432835821
846,"[('medium_sodium', 'HasSodiumLevel'), ('less_than_30_mins', 'needTimeToCook')]",539,336,0.6233766233766234,342,336,0.9824561403508771,0.7627695800227015,539,460,0.8534322820037106
847,"[('medium_sodium', 'HasSodiumLevel'), ('less_than_6_hours', 'needTimeToCook')]",250,223,0.892,342,223,0.652046783625731,0.7533783783783784,250,197,0.788
848,"[('medium_sodium', 'HasSodiumLevel'), ('less_than_4_hours', 'needTimeToCook')]",625,339,0.5424,342,339,0.9912280701754386,0.7011375387797312,625,526,0.8416
849,"[('medium_sodium', 'HasSodiumLevel'), ('more_than_6_hours', 'needTimeToCook')]",238,213,0.8949579831932774,342,213,0.6228070175438597,0.7344827586206898,238,188,0.7899159663865546
850,"[('high_sodium', 'HasSodiumLevel'), ('less_than_60_mins', 'needTimeToCook')]",338,296,0.8757396449704142,342,296,0.8654970760233918,0.8705882352941177,338,296,0.8757396449704142
851,"[('high_sodium', 'HasSodiumLevel'), ('less_than_15_mins', 'needTimeToCook')]",149,145,0.9731543624161074,342,145,0.4239766081871345,0.5906313645621181,149,125,0.8389261744966443
852,"[('high_sodium', 'HasSodiumLevel'), ('less_than_30_mins', 'needTimeToCook')]",255,236,0.9254901960784314,342,236,0.6900584795321637,0.7906197654941374,255,223,0.8745098039215686
853,"[('high_sodium', 'HasSodiumLevel'), ('less_than_6_hours', 'needTimeToCook')]",149,145,0.9731543624161074,342,145,0.4239766081871345,0.5906313645621181,149,122,0.8187919463087249
854,"[('high_sodium', 'HasSodiumLevel'), ('less_than_4_hours', 'needTimeToCook')]",306,282,0.9215686274509803,342,282,0.8245614035087719,0.8703703703703703,306,267,0.8725490196078431
855,"[('high_sodium', 'HasSodiumLevel'), ('more_than_6_hours', 'needTimeToCook')]",199,190,0.9547738693467337,342,190,0.5555555555555556,0.7024029574861368,199,164,0.8241206030150754
856,"[('low_sodium', 'HasSodiumLevel'), ('salt_product', 'contains')]",2768,341,0.12319364161849711,342,341,0.9970760233918129,0.21929260450160773,2768,1900,0.6864161849710982
857,"[('low_sodium', 'HasSodiumLevel'), ('garlic_clove', 'contains')]",2768,340,0.12283236994219653,342,340,0.9941520467836257,0.2186495176848874,2768,1889,0.682442196531792
858,"[('low_sodium', 'HasSodiumLevel'), ('water_(eurofir)', 'contains')]",2768,342,0.12355491329479769,342,342,1.0,0.21993569131832796,2768,2266,0.8186416184971098
859,"[('low_sodium', 'HasSodiumLevel'), ('sugar', 'contains')]",2768,342,0.12355491329479769,342,342,1.0,0.21993569131832796,2768,2266,0.8186416184971098
860,"[('low_sodium', 'HasSodiumLevel'), ('flour', 'contains')]",2768,339,0.12247109826589596,342,339,0.9912280701754386,0.21800643086816723,2768,2057,0.743135838150289
861,"[('low_sodium', 'HasSodiumLevel'), ('chicken_egg', 'contains')]",2768,340,0.12283236994219653,342,340,0.9941520467836257,0.2186495176848874,2768,2031,0.733742774566474
862,"[('low_sodium', 'HasSodiumLevel'), ('olive_oil', 'contains')]",2768,340,0.12283236994219653,342,340,0.9941520467836257,0.2186495176848874,2768,2105,0.7604768786127167
863,"[('low_sodium', 'HasSodiumLevel'), ('butter', 'contains')]",2768,340,0.12283236994219653,342,340,0.9941520467836257,0.2186495176848874,2768,2107,0.7611994219653179
864,"[('low_sodium', 'HasSodiumLevel'), ('onion', 'contains')]",2768,333,0.12030346820809248,342,333,0.9736842105263158,0.21414790996784566,2768,2034,0.7348265895953757
865,"[('low_sodium', 'HasSodiumLevel'), ('black_pepper_(ground)', 'contains')]",2768,338,0.12210982658959538,342,338,0.9883040935672515,0.21736334405144694,2768,2257,0.8153901734104047
866,"[('low_sodium', 'HasSodiumLevel'), ('lemon_juice', 'contains')]",2768,340,0.12283236994219653,342,340,0.9941520467836257,0.2186495176848874,2768,2435,0.8796965317919075
867,"[('low_sodium', 'HasSodiumLevel'), ('milk', 'contains')]",2768,342,0.12355491329479769,342,342,1.0,0.21993569131832796,2768,2314,0.8359826589595376
868,"[('low_sodium', 'HasSodiumLevel'), ('brown_sugar', 'contains')]",2768,340,0.12283236994219653,342,340,0.9941520467836257,0.2186495176848874,2768,2380,0.8598265895953757
869,"[('low_sodium', 'HasSodiumLevel'), ('tomato', 'contains')]",2768,334,0.12066473988439307,342,334,0.9766081871345029,0.21479099678456595,2768,2313,0.835621387283237
870,"[('low_sodium', 'HasSodiumLevel'), ('pepper', 'contains')]",2768,332,0.1199421965317919,342,332,0.9707602339181286,0.2135048231511254,2768,2267,0.8190028901734104
871,"[('low_sodium', 'HasSodiumLevel'), ('baking_powder', 'contains')]",2768,330,0.11921965317919075,342,330,0.9649122807017544,0.21221864951768488,2768,2226,0.8041907514450867
872,"[('low_sodium', 'HasSodiumLevel'), ('cinnamon', 'contains')]",2768,342,0.12355491329479769,342,342,1.0,0.21993569131832796,2768,2462,0.8894508670520231
873,"[('low_sodium', 'HasSodiumLevel'), ('red_onion', 'contains')]",2768,336,0.12138728323699421,342,336,0.9824561403508771,0.21607717041800642,2768,2349,0.8486271676300579
874,"[('low_sodium', 'HasSodiumLevel'), ('honey', 'contains')]",2768,342,0.12355491329479769,342,342,1.0,0.21993569131832796,2768,2491,0.8999277456647399
875,"[('low_sodium', 'HasSodiumLevel'), ('cumin_seed', 'contains')]",2768,326,0.11777456647398844,342,326,0.9532163742690059,0.20964630225080386,2768,2207,0.7973265895953757
876,"[('medium_sodium', 'HasSodiumLevel'), ('salt_product', 'contains')]",2590,342,0.1320973348783314,342,342,1.0,0.23336745138178094,2590,1983,0.7656370656370657
877,"[('medium_sodium', 'HasSodiumLevel'), ('garlic_clove', 'contains')]",2590,342,0.1320973348783314,342,342,1.0,0.23336745138178094,2590,1896,0.7320463320463321
878,"[('medium_sodium', 'HasSodiumLevel'), ('water_(eurofir)', 'contains')]",2590,341,0.1317110853611433,342,341,0.9970760233918129,0.23268509041282837,2590,1988,0.7675675675675676
879,"[('medium_sodium', 'HasSodiumLevel'), ('sugar', 'contains')]",2590,342,0.1320973348783314,342,342,1.0,0.23336745138178094,2590,1964,0.7583011583011583
880,"[('medium_sodium', 'HasSodiumLevel'), ('flour', 'contains')]",2590,341,0.1317110853611433,342,341,0.9970760233918129,0.23268509041282837,2590,2077,0.801930501930502
881,"[('medium_sodium', 'HasSodiumLevel'), ('chicken_egg', 'contains')]",2590,342,0.1320973348783314,342,342,1.0,0.23336745138178094,2590,2051,0.7918918918918919
882,"[('medium_sodium', 'HasSodiumLevel'), ('olive_oil', 'contains')]",2590,338,0.13055233680957898,342,338,0.9883040935672515,0.23063800750597063,2590,2021,0.7803088803088803
883,"[('medium_sodium', 'HasSodiumLevel'), ('butter', 'contains')]",2590,342,0.1320973348783314,342,342,1.0,0.23336745138178094,2590,2110,0.8146718146718147
884,"[('medium_sodium', 'HasSodiumLevel'), ('onion', 'contains')]",2590,339,0.13093858632676708,342,339,0.9912280701754386,0.23132036847492318,2590,2030,0.7837837837837838
885,"[('medium_sodium', 'HasSodiumLevel'), ('black_pepper_(ground)', 'contains')]",2590,341,0.1317110853611433,342,341,0.9970760233918129,0.23268509041282837,2590,2197,0.8482625482625482
886,"[('medium_sodium', 'HasSodiumLevel'), ('lemon_juice', 'contains')]",2590,338,0.13055233680957898,342,338,0.9883040935672515,0.23063800750597063,2590,2242,0.8656370656370657
887,"[('medium_sodium', 'HasSodiumLevel'), ('milk', 'contains')]",2590,338,0.13055233680957898,342,338,0.9883040935672515,0.23063800750597063,2590,2167,0.8366795366795367
